path,sha256,category,runtime,entrypoint,reachable,trust_boundary,authn,authz,validation,rls,csrf,rate_limit,timeout_abort,ssrf_redirects,secrets_privacy,error_contract,concurrency_idempotency,performance,observability,cloudflare_compat,tests,status,finding_ids,reviewer,reviewed_commit,notes
app/api/security/check-password-breach/route.ts,fe4a5129770b6485154faa460ffc33eda9ca0a63c84e1da4a3a0fa2481088efe,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/security/rate-limit/cleanup/route.ts,cce9fd98692938e83689524efc0d0a200090a4f6e228121add82c3ae0b330492,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/security/scan-headers/route.ts,4189628c23f96631737f188109c78ceb0cc185ad983d9fbb0d8b21cd05dff54c,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/sync/route.ts,accd53491309fa91d17a7aa07fbaa6ba531303f980d11386347e842c2dc5cfa7,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/todos/[id]/route.ts,81328a65e7de3d2c87732655ee62b34bc86f3b8223caafd44ff59f0405bd07f4,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/todos/route.ts,7bcd6d9063b81d59b40f2c37bfbf28a2f96b89e7bc4dafe4c826dc45413e03b7,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/types.ts,2d0624e187a1699f4c594cc21473474c0db2f033bc78c2bb8b1a9e5dbe9646a4,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/units/[id]/route.ts,f4d9e365ac38f2444534541603341a6b00bb0779089bae4d943a13c38dbc2882,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/units/route.ts,023faf1e1bda31dc190e9286caa994a276f8795595d61624c385fb65c539deb3,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/units/sync/route.ts,eed7c507af2143653ad738751b0dcfc570906b8f1ba70e0e8aae715a46ac48bb,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/user-preferences/route.ts,e7f6ad411eb03e09bd8b7d2d0f065c68fa81b3e700d1e40078d7007094bead81,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/weather/route.ts,a5c76c4c3fc9de65861529a3988a31982d536299b7f420c9f1b0134eb7ac7abc,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/webauthn/authenticate/options/route.ts,5ce6707852542269e79a12b499c492507dd2217f6e7983fd2c2fd8ad42aee258,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/webauthn/authenticate/verify/route.ts,6002d7c9fc25ed4c6eaf9c92c469ab02ec73a602a1747fc75e2785857491695c,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/webauthn/credentials/route.ts,97b9a8ed5abfb2dd08f4bdbe79bbd40eae13ed5af267a72244ea3d4687e97a10,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/webauthn/register/options/route.ts,edd1da98db3cadd218dbb1ae5340ad6118fee2acd89136fe14ba1db559bb83c1,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/api/webauthn/register/verify/route.ts,3eb1b5f3215e79bcb9c5b5a681083f41e2538eda80523ba9172195ebf934c210,api_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/auth/callback/recovery/route.ts,acd693eb755d197d15fd96edb5f12c209008e4aa4ec849a23b97ec510e70e1da,auth_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/auth/callback/route.ts,c877509c4a908ba41a20701040e399052ae317ab2fa25cfee416e8247da3a66c,auth_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/auth/confirm/route.ts,e79a3f36265a0ac181c96a1661c6107be5c105390b6ec75ff0eb8246d5fb349a,auth_route,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/login/actions.ts,75c5797b71027af129e81cdeef7aa90c71a0bb458440f97570546d019d2d8d85,server_action,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/login/hooks/usePasskeyLogin.ts,6f2925e3da6604585e14c7dbec69185d44ba94d9f004753bd5c20debb37bbba8,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/login/LoginClient.tsx,866490ccdffa4cedfa6ca01acca14bd1a44274708b755a57f7433cc55e945e73,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/manage-profiles/actions.ts,cd49e3d9dd8a5175b9172c760dad8aa99772ada0817589d5240c543d004c5872,server_action,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/onboarding/OnboardingClient.tsx,8f8d114a8f239f2b599c2a5b57bf62d2da8b193a967cc68829c90454170a4d0d,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/reset-password/reset-password-client.tsx,7f4efec475ed365280f141857abed9bed3b94fd85b4b62deb51b6b92682b5810,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/signup/SignupClient.tsx,fbc39c5739c18f030cc687bbac7a11602fae9d87a7d13ca30b22c674be9c7564,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
app/verify/page.tsx,72536f11b9e3765cbc50f3ee028d60fc03295bcf7b0a985d4e7dd63317053e3d,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
cloudflare-env.d.ts,ab901bcd4229d50bc604e946d4c6790cb3cbe8a1e54d6aaf5378d39e40af4315,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
cloudflare-env.secrets.d.ts,21e5a43eebe145b594fa3da5371e5f97fed057b3eb078c3dc412b43cc1402edb,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
components/layout/weather/useWeather.ts,4eb9b14004d354e92066ac432d9a8b3c9873c5dfbf744e205d18ccc76e826904,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
components/security/PasswordStrengthIndicator.tsx,bb6ec9d49e77eb1ff66cb987d2350311a49a0551d47d61d766e92e39db57df68,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
config/next/next.config.ts,bdb8c02007805d6a464b9a81ead35ff5a4491bf33c8cb97cc9cd694fc56319b1,config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
config/sentry/sentry.client.config.ts,6fbeeb7e722d0b0a2c78fac80e6c4341f7a0d4df0bb9ad34d45f7cb657258f8f,config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
config/sentry/sentry.edge.config.ts,152e5a96a2816db9c17bb89351086b3d330b488310eca71cd2ccba8a067b2107,config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
config/sentry/sentry.server.config.ts,58b8c4dfa542be82d69a6ee21babc442ab8dc18698a54dc6a1a8c21c89d054f4,config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
config/ts/tsconfig.cloudflare.json,d3bd3eec23fc489163fbc58bbbdef307aa9cb09df929e3201dd98fe2b2626ee4,config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
config/ts/tsconfig.json,5902beef6350f3da1e62cffc24dd674ec8fb5be1c9e0737119ac8ef3559fe1e5,config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
config/vitest/vitest.config.ts,ef58565476df28d9c9dbfd87308fece98f0b750ea3edefeac028eebaaa716b87,config,build,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
custom-worker.ts,a292270cfeec008073613a2202b12b93fc76bf0ce1717c8bd379b8d209475f5c,worker_runtime,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/map/components/CampusMap.tsx,816a892e9045429cbae67a8df89be170e84882b0d6c539a86ee4a16f4196cd60,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/map/components/GoogleMapController.tsx,63ef1c1612dcd6f889b0e4a37e8745a54035590d2671adbb954658f2fba48537,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/map/components/MapClient.tsx,9d7fbf2797f8c667435e985e2b5f4e00ea314f4c0a3b696e3c87d2fb74a7dcc9,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/map/hooks/useGooglePlacesSearch.ts,5b4b613e735f454fdf27dda5a636af69393975019c378ea610fc2fbe8ca62b4d,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/map/position-editor/PositionEditorClient.tsx,698c835b86244a69fd5d647928ceb974afe689f77689c420efff2d58a02900ab,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/settings/components/privacy/ChangePasswordDialog.tsx,377e8310e695c2c248e3e0f0f4bc94c7acd578c47c2ef8417f7de4492d5ea079,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/settings/components/PrivacySettings.tsx,b0d9c57be16fca2120aba00b5967974ec884ca7722f3e6fb0ecc452fa935e268,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/settings/components/security/PasskeySecuritySection.tsx,fda794323b8fa7a5a259a026ceead19dd675447b05dd57f8e97d5fecac3fbd50,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/settings/components/security/SMSSetup.tsx,b3143a92fb461066e546fde55f0f7904ff975e80f936dc81755790e861985d5b,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
features/settings/components/security/TOTPSetup.tsx,db2c15ee9a6db7364dc397c79e2c141ca65bf8fca6e00e4523779f94d7e89d5f,backend_support,workerd,,,,,,,,,,,,,,,,,,,pending,,claude-opus-5,cefc79e63feaaaec6516eda327e33b7e43373c5d,
