file,category,runtime,entry_point,external_io,env_vars,auth_context,privileged_client,cache,timeout,error_handling,tested,status,notes
"features/feed/components/PublicFeedClient.tsx","feature","client","","","","","","","yes","","","reviewed",""
"features/feed/components/PublicFeedFilters.tsx","feature","client","","","","","","","","","","reviewed",""
"features/feed/components/QuickStats.tsx","feature","client","","","","","","","","","","reviewed",""
"features/feed/constants.ts","feature","shared","","","","","","","","","","reviewed",""
"features/feed/hooks/useFeedLogic.ts","feature","shared","","supabase","","","","","yes","try/catch","","reviewed",""
"features/feed/hooks/usePublicFeed.ts","feature","shared","","","NODE_ENV","","","","","","","reviewed",""
"features/feed/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/feed/types.ts","feature","shared","","","","","","","","","","reviewed",""
"features/gamification/components/GamificationStats.tsx","feature","client","","","","","","","","","","reviewed",""
"features/gamification/components/LevelBadge.tsx","feature","client","","","","","","","","","","reviewed",""
"features/gamification/components/LevelUpNotification.tsx","feature","client","","","","","","","","","","reviewed",""
"features/gamification/components/StreakIndicator.tsx","feature","client","","","","","","","","","","reviewed",""
"features/gamification/components/XPHistory.tsx","feature","client","","","","","","","","","","reviewed",""
"features/gamification/components/XPProgressBar.tsx","feature","client","","","","","","","","","","reviewed",""
"features/gamification/components/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/gamification/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/home/components/EventsFeed.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/HomeCard.tsx","feature","shared","","","","","","","","","","reviewed",""
"features/home/components/HomeKpiStrip.tsx","feature","client","","","","","","","","try/catch","","reviewed",""
"features/home/components/NextDeadline.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/QuickActions.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/TodaySchedule.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/TodosWidget.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/UpcomingDeadlines.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/UserEventsWidget.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/WeekHeatStrip.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/components/WelcomeHeader.tsx","feature","client","","","","","","","","","","reviewed",""
"features/home/hooks/index.ts","feature","shared","","","","","","","","","","reviewed",""
"features/home/hooks/useFirstLoginPrompts.ts","feature","client","","weather","","","","","","try/catch","","reviewed",""
"features/home/hooks/useHomeData.ts","feature","shared","","supabase","","","","","","try/catch","","reviewed",""
"features/home/hooks/useHomeErrorBoundary.ts","feature","shared","","","","","","","","","","reviewed",""
"features/home/hooks/useHomeEventListeners.ts","feature","shared","","","","","","","","","","reviewed",""
